area_sqft,bedrooms,bathrooms,floors,age,garage,garden,near_school,location_score,price
3449,1,2,2,29,0,0,1,3,904543
5948,6,4,2,13,0,0,0,6,1779210
2562,6,3,1,17,1,1,0,6,1172176
4761,5,1,3,18,0,0,0,2,1358529
2275,2,1,1,17,0,0,0,9,829180
1510,2,3,2,0,0,1,0,6,767936
920,6,4,3,14,0,1,1,3,843855
5439,3,1,3,4,1,0,1,7,1520712
4524,5,4,3,17,1,1,1,7,1550248
1737,2,5,1,30,1,1,1,1,598992
3468,6,5,3,3,1,1,0,7,1411133
2536,5,5,2,9,0,1,1,5,1109890
1202,3,4,2,37,1,0,1,4,694428
3249,2,5,2,22,1,0,1,8,1199045
2877,4,5,3,11,1,1,1,4,1239325
1276,1,3,1,32,0,1,1,9,602209
3867,5,4,1,39,0,1,0,3,1227200
4415,4,1,3,0,1,1,1,4,1236717
1897,1,1,1,38,1,0,1,6,702228
5201,4,1,1,25,1,0,1,4,1395627
5654,6,3,1,30,1,1,0,5,1641235
4238,6,2,2,8,1,1,0,5,1464706
3364,6,4,2,21,0,0,0,8,1338500
5459,6,2,1,27,0,1,0,4,1613625
4620,2,5,3,5,0,0,0,7,1414790
1409,1,3,1,28,0,0,0,5,592782
1451,3,5,3,28,1,0,0,4,800640
1612,6,4,1,6,1,1,1,6,1010124
5811,3,4,2,17,1,0,1,8,1587526
3214,3,5,1,17,1,0,0,9,1226221
1257,6,3,1,35,0,0,1,6,869660
812,1,1,1,26,0,0,1,6,355778
3749,3,5,2,9,0,1,0,1,1090600
5797,5,4,3,16,1,1,1,1,1568248
1975,5,5,3,4,1,1,0,5,1091533
4597,4,2,1,33,1,1,0,7,1399646
2838,4,1,1,11,0,0,0,2,800712
4988,3,2,2,1,1,1,1,3,1319784
1234,2,1,1,18,1,1,0,2,482967
2629,5,5,3,12,0,0,0,2,1109257
939,5,4,1,25,1,1,0,7,908814
5208,4,5,1,8,1,0,1,4,1506398
2901,5,4,3,12,1,1,1,9,1339423
1676,1,1,2,4,0,1,1,3,631290
5436,6,1,2,20,1,0,0,4,1513424
3373,3,5,2,36,1,0,0,3,1100001
5028,6,2,3,5,1,0,0,4,1561456
708,1,5,3,5,0,0,0,7,673460
5629,2,2,2,31,1,0,0,8,1516719
523,1,4,3,16,1,1,1,4,475038
703,2,4,2,13,0,1,0,2,424271
4119,6,2,1,11,1,0,1,7,1444555
4253,1,4,1,13,1,1,0,1,1114631
1495,1,1,1,23,0,1,0,5,573275
1507,6,5,3,32,1,1,0,8,1078761
5514,5,5,1,5,0,1,1,6,1715356
3217,5,4,3,23,0,0,1,4,1267915
3028,4,3,1,37,1,0,0,5,1105134
2655,4,5,2,6,0,0,1,5,1121828
3263,1,1,1,19,0,1,0,9,923410
2453,1,3,3,23,1,0,1,5,827195
650,4,3,3,34,1,1,0,5,655821
3101,3,5,1,36,0,0,0,4,960195
1406,4,4,1,36,1,0,0,9,858753
3867,3,4,1,2,1,1,1,7,1271864
1923,2,1,2,32,0,0,0,8,720950
3453,4,3,2,4,1,0,0,9,1343898
865,2,1,3,24,0,1,0,6,523371
5161,5,1,2,27,0,1,0,5,1517439
685,1,5,3,3,1,0,0,7,638975
4126,5,3,2,34,0,1,0,5,1243384
2804,4,3,3,6,0,1,1,7,1169284
3609,3,4,3,36,0,1,0,9,1303248
3658,4,4,1,33,1,1,1,1,1047303
3965,1,2,2,17,0,1,0,1,968520
1930,5,1,2,9,1,1,0,9,972424
4081,3,1,1,8,1,1,0,7,1247274
1625,3,3,1,8,0,1,1,5,710014
3867,6,1,3,28,0,1,1,4,1263992
5221,6,2,2,18,0,1,1,1,1525510
4600,4,5,2,12,1,0,1,8,1511557
3129,6,2,1,13,0,1,0,8,1277181
4401,3,1,1,12,0,0,0,2,1066981
2809,1,1,1,11,0,0,1,8,828276
5710,4,2,1,9,0,0,1,9,1562457
1010,2,3,2,11,1,1,1,7,659228
5187,4,5,1,1,1,0,1,5,1562804
5741,1,3,1,18,1,0,0,8,1487233
4677,3,3,3,24,0,1,1,6,1410575
2901,6,1,2,3,1,0,0,9,1225624
3066,6,1,2,7,1,1,1,1,1062895
3972,3,1,2,32,0,1,1,6,1215281
5537,5,3,3,18,1,0,1,3,1534332
5593,5,2,1,33,0,0,0,3,1449877
5228,6,3,1,31,1,1,1,9,1747081
3619,4,1,3,24,1,0,0,8,1245103
4502,3,5,2,4,0,1,1,9,1581876
4554,1,2,1,1,0,1,0,4,1077537
968,3,4,3,36,1,0,1,8,824382
1281,4,1,3,16,1,0,0,1,553970
2728,2,2,2,34,0,0,0,9,929634
5663,2,3,2,33,1,1,1,4,1483090
975,3,2,1,10,1,0,0,5,681595
4806,6,4,2,8,1,1,0,7,1598151
656,3,1,2,26,1,0,0,4,461421
2490,2,2,1,2,1,1,0,1,786985
2711,2,1,2,27,1,0,0,7,888711
4266,2,1,1,28,0,1,0,1,927861
5243,5,2,3,33,0,1,0,7,1500502
4879,4,3,2,31,0,1,1,6,1435550
4130,1,4,3,12,1,0,1,9,1360621
4419,4,1,1,3,0,1,1,6,1360967
4265,4,4,1,34,0,1,0,3,1295895
1036,3,5,1,31,1,1,1,2,669721
778,3,5,2,22,1,0,0,7,756671
755,1,5,2,8,1,0,0,9,683989
3697,5,4,2,33,1,0,1,7,1387206
2466,4,1,2,6,1,0,1,2,775309
2527,1,3,2,17,1,1,0,5,879325
3982,1,2,3,35,1,1,0,5,985443
5458,6,2,2,4,0,1,0,4,1549716
2564,1,1,2,30,1,1,1,4,659559
2791,2,2,1,29,1,1,1,1,678721
2185,4,4,1,7,0,1,1,8,1103183
4036,3,4,2,5,0,0,1,4,1237154
1408,5,2,3,24,0,1,1,6,953124
1446,2,5,1,36,1,1,0,8,791179
4586,5,4,1,10,1,1,0,8,1606349
2694,3,5,1,35,1,1,1,8,1061420
5356,1,5,3,1,0,0,0,5,1343933
4311,4,1,1,29,0,0,1,5,1258686
3353,5,2,2,26,0,0,1,8,1202807
804,6,3,3,15,0,1,1,9,964996
5758,5,2,1,2,0,1,0,4,1553991
1360,1,2,3,34,0,0,0,9,647804
5133,5,2,1,2,0,0,1,3,1484714
3029,2,1,3,32,0,1,0,8,1006030
2421,2,4,1,32,1,1,0,3,871399
902,5,2,1,27,1,0,0,2,644144
1686,4,3,3,6,0,1,1,9,957416
4319,6,3,2,5,1,1,1,5,1429240
1332,3,3,1,0,0,0,1,8,798083
4789,5,1,1,11,0,0,0,3,1302256
549,5,2,1,37,1,1,0,2,483110
3460,5,3,2,18,0,1,0,9,1286837
1815,4,2,2,38,0,0,1,5,743453
3255,4,4,1,14,0,0,1,9,1299028
3309,5,4,3,27,1,1,1,4,1183429
1963,4,1,2,22,1,0,1,9,996951
1693,1,1,1,35,1,1,1,6,615562
4032,1,4,3,38,0,0,0,2,952109
4946,5,1,3,25,0,0,1,2,1356867
4432,4,3,2,25,1,0,0,2,1307101
1153,1,2,2,14,1,0,0,7,627341
1213,2,5,2,13,1,0,0,3,724237
1742,5,2,1,2,1,1,0,9,1001250
1201,5,1,3,26,1,1,0,1,677059
2005,1,4,3,23,0,0,0,7,781189
794,5,4,1,14,0,1,1,8,776933
5129,1,3,2,3,1,1,0,2,1286444
711,4,4,1,31,1,0,0,5,645798
1314,4,5,3,33,1,0,1,5,935709
3392,5,4,1,38,1,0,0,3,1141379
2950,1,4,1,13,0,1,0,1,730898
632,3,3,3,18,0,0,1,9,792561
4892,5,5,3,15,0,1,0,9,1648840
3463,5,2,1,31,1,1,1,7,1316090
5114,3,1,1,8,1,1,0,6,1293659
4050,3,3,1,1,0,0,1,3,1120935
832,5,1,1,25,1,1,1,6,667971
1392,4,4,3,1,0,1,0,3,847614
5144,3,4,1,8,0,1,1,1,1363826
4042,2,1,2,37,1,0,0,4,1023008
3213,4,1,1,34,0,0,1,9,1144554
5229,1,4,2,23,1,1,0,2,1199926
2587,1,4,1,24,1,1,0,9,960246
3878,2,5,3,5,1,1,0,5,1236042
5555,3,2,1,18,1,1,0,3,1305485
2739,3,3,2,34,0,0,1,2,852189
3716,6,1,3,32,1,0,1,5,1221485
5079,3,4,1,13,1,1,0,1,1339676
5698,2,5,1,0,0,0,1,9,1685982
3587,4,3,1,2,0,0,1,8,1271892
1266,1,2,1,30,0,1,1,8,583178
2272,5,5,3,1,1,0,0,2,1069506
975,3,5,2,2,1,0,1,2,593825
4679,5,4,1,33,1,1,0,5,1404340
4782,3,5,1,8,1,0,0,8,1533220
2518,2,1,1,36,1,0,1,6,724068
3862,5,2,3,12,0,0,0,4,1199732
5111,3,5,1,7,1,0,1,4,1460858
5193,3,5,2,7,0,1,1,7,1625244
5213,6,1,2,29,1,1,0,1,1348048
3679,4,2,2,29,1,1,1,8,1318683
1371,1,4,3,11,1,1,1,9,868378
4926,1,5,3,19,0,1,1,6,1337497
2681,2,3,1,7,1,1,0,4,941427
4721,5,1,1,18,0,0,0,7,1400753
5534,2,1,3,25,0,0,0,7,1476914
3795,4,1,1,6,0,1,1,3,1057653
1052,5,4,3,12,1,0,0,5,939596
846,5,4,2,9,1,0,1,3,738393
5863,1,1,2,21,1,1,0,4,1355348
4679,5,5,1,4,1,1,0,2,1455700
3958,6,1,3,20,0,0,0,1,1233597
5252,5,3,2,17,0,1,1,4,1510984
2431,4,1,2,15,1,0,0,6,938771
4880,4,5,1,36,0,0,0,6,1388569
549,5,4,2,13,1,1,1,5,762461
4368,5,1,1,2,1,1,1,9,1429003
3805,2,2,1,9,0,1,0,1,909899
3093,3,2,2,39,0,1,1,4,901859
1776,3,3,1,5,1,0,0,3,782549
3053,1,3,2,4,0,0,1,1,753611
1189,1,2,2,14,0,0,1,6,526873
4540,2,4,1,1,1,0,0,9,1360400
2320,6,1,3,6,1,0,0,2,957033
1432,5,2,3,29,1,0,1,8,998482
3302,5,4,2,24,0,1,0,6,1313407
2314,3,5,2,5,1,0,1,4,971575
5476,1,2,1,18,1,1,0,4,1208852
742,6,1,3,38,1,0,1,8,803341
1813,6,2,2,16,0,0,1,2,868136
5855,4,1,3,22,1,1,0,4,1560730
4087,2,1,2,7,1,1,1,7,1113562
1847,1,4,3,0,0,0,0,8,849322
3486,4,4,3,36,0,0,0,7,1287678
540,4,3,1,22,1,1,1,5,608382
1719,6,4,1,32,1,1,0,9,1143939
1482,2,3,1,20,0,1,0,3,550918
5425,3,1,1,0,1,0,1,1,1221763
1453,5,2,3,6,1,0,1,7,908553
1724,2,5,3,19,0,0,0,2,654205
4544,6,1,3,28,0,1,0,2,1350676
2510,4,5,3,27,0,0,0,3,1040511
1115,2,2,3,36,1,0,1,7,589827
1226,4,2,3,29,0,0,0,9,874471
5889,1,5,2,4,1,1,1,4,1530586
5262,2,5,1,10,0,1,0,6,1517968
3206,4,5,3,18,0,0,1,4,1179615
2713,1,2,3,13,0,0,0,5,749462
2358,6,3,3,26,1,0,0,9,1250052
2608,2,4,3,17,0,1,0,9,1077219
5754,4,2,3,15,1,1,0,3,1529547
4412,4,4,1,33,0,1,1,1,1265607
4913,2,4,1,39,1,1,0,3,1178115
5470,3,2,2,36,1,0,0,8,1562675
3448,4,2,2,7,1,1,1,2,1134852
5130,3,5,2,3,0,1,0,3,1426642
4142,4,1,1,27,0,1,1,8,1313751
3397,2,5,1,30,0,0,0,3,996750
5467,5,3,1,2,1,0,0,1,1498713
3441,1,3,3,2,0,1,0,1,943376
1556,3,3,3,26,1,1,0,5,816813
3706,5,3,1,25,0,0,0,6,1186830
5823,1,2,2,30,1,1,0,8,1405834
2806,6,1,1,36,0,0,1,4,1056495
5449,6,1,1,27,1,0,0,1,1442107
1188,4,5,2,30,0,0,0,1,602937
2324,2,2,3,26,0,0,1,3,776224
5195,4,4,2,7,0,0,1,7,1564532
5760,5,3,1,2,0,1,1,1,1528914
3323,1,4,3,18,1,0,1,1,980316
993,1,3,2,7,0,0,0,9,718585
3240,6,4,1,3,0,0,1,5,1239929
5347,2,5,3,4,0,1,1,6,1477846
2546,5,4,3,37,0,0,0,8,1210986
4378,3,5,3,13,1,1,1,1,1295762
1031,4,2,2,31,1,0,0,5,670862
5827,5,4,3,26,0,0,1,3,1613629
3234,2,3,1,2,1,0,1,5,1025867
2493,2,2,3,12,0,1,0,5,890364
4578,6,3,2,35,0,0,0,8,1506230
912,3,3,1,5,0,1,1,8,695209
2340,3,4,2,21,0,0,0,7,952129
705,6,1,1,9,1,1,1,1,550357
5734,6,4,1,19,1,0,0,2,1557461
4215,5,5,3,28,0,1,1,6,1446504
2135,4,3,3,35,0,1,1,9,1019512
3354,1,2,3,31,0,1,0,3,813774
4212,1,1,2,10,0,0,0,2,1026754
2313,6,2,1,30,1,1,0,2,947055
2785,5,5,1,16,0,1,1,7,1210337
1368,4,4,2,3,1,0,1,2,841056
1905,6,4,3,9,1,0,0,6,1102396
5681,6,4,2,2,1,1,1,4,1686452
4464,1,3,1,11,0,1,0,2,1127336
5899,3,3,3,35,1,1,0,8,1643350
2842,6,2,3,39,1,0,1,3,1032769
2512,2,4,1,35,1,0,0,1,767971
1121,4,1,1,5,1,1,1,8,820153
2690,5,3,2,24,1,1,1,1,1043683
5790,3,5,2,36,1,0,0,9,1714816
5484,2,5,2,26,1,0,1,1,1427641
2762,4,4,1,33,1,1,0,1,973443
2069,2,4,1,27,0,1,1,3,724054
5381,5,5,2,13,1,1,0,6,1636636
486,5,5,1,7,1,1,1,1,655589
3570,4,3,3,3,0,0,1,2,1177735
569,2,5,2,38,0,1,0,8,623081
1624,4,4,1,6,0,1,0,1,708612
3938,5,3,3,8,1,1,0,3,1279982
1998,4,1,3,33,0,1,0,8,968173
1312,5,5,1,2,1,0,1,6,1014171
540,3,1,3,23,0,0,0,3,415248
553,6,4,1,2,1,0,0,8,830112
970,2,3,2,32,1,0,1,3,542187
2242,5,4,1,3,1,0,0,4,955399
984,5,4,3,28,1,1,0,3,863225
3974,6,1,1,17,0,0,1,6,1346533
718,3,2,3,21,0,0,1,8,751741
5371,3,1,1,12,1,0,1,5,1360824
4515,4,1,3,12,1,1,0,9,1395887
3734,6,4,3,34,1,0,1,9,1579229
4563,5,5,2,9,0,0,0,8,1620381
4454,2,4,1,29,0,0,1,9,1401810
2393,2,4,2,15,0,1,1,8,1057645
3896,2,4,2,28,0,1,1,9,1338114
5892,3,2,2,17,0,1,1,8,1609230
1715,1,3,1,36,1,0,0,4,586956
5711,4,1,1,17,1,0,0,8,1540770
3531,1,4,2,30,0,1,0,6,989834
4271,2,1,1,12,0,0,1,7,1230148
3247,6,1,2,16,0,1,1,4,1081890
3311,4,1,2,4,0,0,0,9,1160436
628,4,5,2,34,1,0,1,5,782232
5618,2,2,1,38,1,0,1,4,1252300
2562,2,4,1,38,0,0,1,1,709287
585,2,2,2,11,1,0,0,5,520656
4294,3,3,2,1,0,1,0,6,1352601
1627,3,2,2,5,0,1,1,8,801717
1941,1,3,3,24,0,0,1,8,779867
3807,6,4,2,24,0,1,0,3,1244687
418,5,2,1,26,0,0,1,4,552559
1912,6,1,3,4,1,1,1,1,871842
5815,2,5,2,29,0,0,0,7,1559517
4275,1,1,2,26,0,1,1,8,1136341
3096,5,2,3,26,0,0,1,8,1198151
5047,3,3,1,36,0,0,0,5,1275616
678,6,1,2,34,0,0,0,4,586004
3252,4,2,2,32,1,1,0,7,1171613
2237,5,4,1,2,1,1,1,1,883736
2814,5,4,3,10,0,0,0,6,1246844
2343,5,1,1,39,0,1,1,1,728715
5703,2,5,1,2,1,1,1,8,1696055
4323,6,5,3,23,1,1,0,7,1561555
3552,1,4,1,3,0,1,0,9,1153264
3976,5,4,3,33,0,1,1,4,1279607
3072,3,3,2,31,1,0,1,9,1107054
1133,1,2,2,25,0,1,1,9,682665
1892,2,5,3,32,1,1,1,7,885909
1173,4,3,3,24,1,0,1,3,665179
3210,5,2,3,21,1,1,1,2,1060562
3404,5,2,2,14,1,0,0,7,1229701
3508,6,1,3,34,1,0,1,7,1274981
1116,6,2,1,15,1,0,0,5,740095
2948,2,3,2,34,0,0,0,6,1014316
858,4,2,3,22,0,0,1,2,624386
1734,6,3,2,11,0,0,1,3,991665
1547,6,1,2,27,1,1,1,9,1048844
5179,5,2,1,36,0,0,0,2,1359386
778,5,4,1,36,0,1,1,2,704461
5468,5,5,2,12,1,1,1,2,1628794
5729,4,1,1,5,0,0,0,1,1275931
3030,5,4,3,16,1,1,1,6,1305611
2972,3,4,2,18,0,1,1,6,1153983
4616,6,4,3,29,1,1,0,5,1631242
4339,4,5,2,38,1,0,0,6,1380935
3405,3,4,2,38,0,0,0,2,956449
919,6,1,2,8,0,1,0,6,861131
4277,5,2,1,18,1,1,1,5,1350909
5312,3,5,3,29,0,1,1,3,1479795
2664,3,4,2,25,1,1,1,9,1079692
3120,2,2,3,0,1,0,0,3,905659
2376,4,5,3,11,0,0,1,5,1132250
1179,2,5,3,12,0,1,1,8,845452
741,5,1,3,6,1,0,1,5,649914
4422,2,4,1,35,1,1,1,5,1156136
4214,3,3,1,16,0,0,1,8,1323671
4981,1,5,1,4,0,1,0,8,1373200
5207,2,3,2,0,1,0,0,7,1460934
5392,4,3,3,16,1,1,0,9,1659622
2264,5,5,1,29,0,1,0,3,1005980
5923,1,1,1,18,1,1,1,2,1211389
1423,3,1,1,14,0,0,1,5,705633
1931,5,1,3,20,1,0,1,9,1073051
5496,3,3,2,32,0,1,0,2,1317614
1038,3,1,3,30,1,1,0,4,593954
473,3,4,1,27,1,0,0,4,593772
475,3,1,2,11,0,1,0,4,432744
2945,2,1,1,36,1,0,1,1,727560
1195,2,2,2,19,0,1,1,3,492527
5738,4,2,2,36,1,0,0,2,1413676
5989,6,3,3,11,1,0,1,7,1899163
2993,4,3,3,24,0,1,1,5,1088991
5752,6,2,2,29,1,0,0,6,1689231
2923,4,2,3,32,0,1,0,2,1022851
2490,1,4,3,4,1,1,1,5,869435
1742,4,2,3,39,0,0,0,9,951295
1410,6,1,2,15,0,0,1,3,846193
1261,2,1,1,22,1,1,1,1,510838
3749,5,1,3,11,0,0,1,5,1281048
754,4,4,2,15,0,0,0,9,800472
4020,2,1,2,31,0,1,1,3,936095
5298,3,2,3,22,1,0,0,3,1440272
5262,1,3,3,10,0,0,0,6,1367648
4667,2,4,1,8,0,1,0,1,1151373
5005,1,1,2,8,1,0,1,1,1168543
2402,2,5,2,8,0,0,0,3,928743
5852,5,1,3,32,0,0,0,7,1672141
1159,6,3,3,13,1,0,0,5,843189
3552,3,3,1,38,0,0,0,3,1034721
1922,3,1,3,17,0,1,1,5,842620
4771,2,5,1,17,0,0,0,2,1195198
5245,2,4,2,34,0,0,1,6,1424944
4010,6,4,1,13,1,0,0,3,1387903
4362,2,1,3,5,0,0,1,4,1087608
3640,2,2,1,8,1,0,0,1,942237
3553,4,3,1,24,0,1,1,4,1060655
2510,5,5,1,26,0,1,0,4,1100418
3831,3,2,2,7,1,0,1,3,1111745
3365,6,2,2,10,0,0,1,2,1180057
1927,2,3,1,16,0,1,0,9,860220
1662,4,3,2,31,1,1,0,6,918243
4390,5,5,1,24,0,0,0,9,1531298
5230,2,2,3,30,0,0,1,9,1410542
3422,2,1,1,6,1,1,1,7,996859
4717,1,1,2,29,0,1,1,5,1177204
1855,1,4,1,32,0,1,1,1,619170
4602,5,3,1,37,0,0,0,3,1297830
2686,6,2,1,16,1,0,1,5,1108795
5062,1,1,2,19,0,0,0,4,1227576
3511,3,2,3,14,1,1,0,2,973175
5370,2,5,1,22,0,1,1,2,1372935
1833,4,5,1,31,1,1,0,2,761816
883,1,5,3,6,1,0,0,7,647216
2189,2,2,3,29,1,0,1,1,724156
599,5,4,2,14,0,1,0,2,696301
4583,2,1,2,25,0,0,0,2,1117084
2447,1,1,2,35,1,0,0,8,785118
2053,5,2,3,29,1,0,1,7,948831
5704,3,3,2,9,0,0,1,6,1597711
5305,5,1,1,22,0,1,1,3,1359310
823,3,1,3,27,0,1,0,2,435304
755,1,5,3,11,0,1,0,2,462099
5042,3,5,3,20,1,1,1,3,1439017
5160,4,1,1,35,1,0,0,9,1452617
3227,6,3,2,31,1,0,1,2,1087210
3126,5,2,3,3,0,0,0,4,1196547
4525,4,3,3,9,1,1,1,7,1551498
3058,6,4,3,0,0,1,0,7,1395442
4229,1,4,3,1,1,1,0,7,1348294
5794,1,5,3,20,1,0,1,5,1481167
3244,1,2,3,15,0,1,1,3,904303
3951,6,3,1,14,0,1,1,6,1376502
4743,1,1,1,18,1,1,0,1,1073284
702,3,3,2,14,0,1,1,6,720103
1255,4,2,2,25,1,1,1,3,767805
5112,1,1,3,16,1,1,1,3,1252424
2536,3,5,2,8,1,1,1,1,877929
4832,6,1,2,11,0,1,1,3,1410443
3020,1,5,1,6,1,0,0,5,944582
2779,1,1,2,19,1,0,0,1,609551
4976,4,4,3,16,1,1,0,4,1503732
2433,6,3,2,8,0,0,0,5,1092482
4195,5,5,2,35,0,1,1,6,1500689
5391,3,3,1,6,0,1,1,7,1484711
1801,2,3,1,36,1,0,0,1,546847
3567,2,5,2,14,1,1,0,3,1062509
4823,1,4,2,8,0,1,0,5,1339720
4841,3,3,2,16,1,0,1,5,1316940
2958,4,5,1,0,0,0,1,3,1083691
5541,2,1,2,15,0,1,0,8,1401901
1274,3,1,1,8,1,1,0,8,655532
1075,2,5,2,21,1,1,0,1,535379
848,5,4,1,33,1,0,0,6,740289
5412,4,4,3,31,0,0,1,3,1466797
4487,2,4,2,19,0,1,0,9,1454176
4990,3,5,3,7,0,0,0,6,1430830
5067,6,2,3,27,0,1,1,7,1554905
3240,6,3,3,38,1,0,0,8,1325676
5201,4,2,1,13,0,1,1,2,1271794
5937,3,1,3,23,1,1,0,7,1618318
2251,3,1,1,9,0,1,1,7,814826
4599,1,4,1,15,0,1,1,9,1368476
5493,1,2,2,11,0,0,1,8,1415594
1067,2,3,1,10,1,0,0,5,590142
3518,2,4,3,26,0,1,0,2,1052458
5586,2,5,1,12,0,0,1,9,1563004
4845,3,4,1,7,0,1,1,1,1318353
3727,6,3,1,33,1,1,0,9,1349989
4470,2,2,2,9,1,1,1,5,1232598
4292,3,2,2,29,1,0,0,8,1248793
5384,5,3,3,19,1,1,0,2,1537865
4220,2,3,3,39,0,0,0,5,1205989
2705,2,2,2,29,1,1,1,6,912699
1216,5,3,2,26,0,0,0,6,751051
751,1,5,2,22,1,0,0,3,578376
4199,2,3,1,18,0,0,1,8,1210298
4603,4,1,3,34,1,0,0,7,1310478
2721,6,2,2,22,0,1,0,8,1176353
2804,5,4,2,30,0,1,0,3,1012090
4657,1,4,2,21,1,1,0,9,1415587
3200,1,1,3,18,0,0,1,8,1049432
5272,6,1,3,27,0,0,1,1,1419184
4331,4,4,3,3,1,0,0,6,1418852
4312,5,2,1,24,1,1,0,6,1322485
4571,2,4,1,20,1,0,1,6,1223877
4162,5,1,1,35,1,0,1,3,1240801
651,2,2,2,29,1,1,0,8,653843
2264,1,1,1,11,1,0,0,7,680290
5627,3,4,2,21,0,0,1,1,1437924
4149,2,1,1,25,1,0,1,4,1008647
4746,2,4,3,12,0,0,1,8,1434646
460,4,1,2,12,0,1,1,9,720077
5383,5,5,2,26,0,0,1,2,1477684
2471,1,5,1,9,1,1,0,7,919643
5119,6,3,1,4,0,1,0,2,1446134
5106,3,1,1,0,1,1,0,4,1252516
1570,6,1,1,15,1,1,1,5,938293
2862,3,4,2,35,0,0,1,4,986326
2872,1,3,1,7,1,0,1,2,853640
4489,1,3,2,29,0,0,1,7,1268773
1186,5,2,2,25,1,0,0,4,760719
3475,1,1,1,33,1,1,1,1,755670
2904,1,4,1,22,1,1,0,5,867152
2217,4,1,3,15,1,0,1,1,780393
5069,1,1,3,27,0,1,1,7,1242658
4918,1,4,2,4,0,1,0,9,1374955
5085,6,4,2,33,0,0,0,6,1615477
4675,1,5,3,16,0,0,0,7,1282136
2958,4,2,1,9,0,1,1,1,921031
2342,5,1,1,11,1,0,0,3,949434
5679,6,3,3,1,0,1,1,3,1642334
1493,3,3,1,37,1,0,1,2,664786
5650,5,2,3,31,1,0,1,6,1574197
1559,3,1,1,14,1,1,0,2,580379
694,3,5,3,15,0,1,1,7,694773
2242,1,3,3,34,0,1,1,7,797350
2070,3,3,1,2,0,1,1,7,915328
3065,4,1,3,2,0,1,0,1,974392
3055,2,5,2,35,1,0,0,8,1035130
1936,6,3,1,33,1,1,1,4,940496
1732,2,1,1,29,1,0,0,4,606022
5366,2,4,3,25,0,0,1,4,1337194
1091,5,2,3,7,0,0,0,9,917562
3775,1,5,1,33,1,1,1,4,1114129
4493,5,4,2,9,1,0,1,5,1525571
1670,1,5,1,13,1,0,1,8,849569
1665,2,3,2,13,1,1,0,1,629751
1379,6,1,3,16,0,0,1,8,875662
841,4,5,1,37,0,1,0,7,803928
595,3,3,1,26,1,0,1,7,555750
3425,5,3,1,6,1,1,0,9,1311004
1624,5,2,2,19,1,1,0,8,1036045
2744,5,4,3,7,0,0,1,9,1286390
2804,5,5,1,18,0,1,1,4,1072598
3855,3,3,2,13,0,1,1,5,1124757
4532,3,1,1,13,0,0,1,7,1293124
5237,6,3,1,0,1,1,0,8,1764947
2055,5,1,1,18,0,1,0,1,696585
4057,1,4,2,14,1,1,1,1,1105342
5302,6,5,1,33,1,0,1,1,1494401
2244,2,1,1,11,0,1,0,9,785726
766,2,3,3,8,1,0,0,3,596861
4060,5,2,1,14,1,1,0,7,1327885
2484,3,4,1,13,0,1,0,4,981845
4310,4,4,3,8,1,0,0,6,1381554
1365,3,5,1,29,0,0,0,6,726882
1790,6,5,1,30,1,0,0,8,1175140
5032,2,4,2,27,1,1,1,6,1377399
4057,5,5,1,0,0,1,1,9,1560215
1893,1,1,3,22,1,0,1,9,769410
1036,5,2,1,35,1,1,1,3,691396
847,4,3,2,15,1,1,1,3,670023
4342,2,2,3,12,0,1,1,2,1186422
4582,1,4,3,23,1,0,1,6,1346312
577,6,4,2,19,1,0,1,6,896296
2749,1,1,2,3,0,0,1,5,790600
2265,5,2,3,3,0,0,0,7,1073638
5545,5,3,2,30,1,1,1,2,1467611
5060,2,4,1,3,1,1,0,9,1433848
1807,6,3,1,26,0,0,1,2,917517
5130,3,1,1,0,1,0,0,9,1530433
5999,5,1,1,1,1,1,1,2,1504345
4846,6,4,2,27,1,1,0,9,1683460
4441,5,5,2,6,0,1,1,3,1476709
1921,4,5,1,5,1,1,1,7,1042235
4336,4,2,1,24,1,0,0,1,1067301
2953,2,1,1,34,1,1,0,6,907953
1679,3,1,3,23,1,1,1,5,701762
669,6,5,1,7,0,0,0,9,865038
3895,4,3,2,25,1,1,1,1,1215697
1456,5,4,1,22,1,1,0,5,904528
1119,1,5,3,39,0,1,1,8,667360
4206,3,5,3,4,0,1,1,3,1371188
3277,6,5,1,9,0,1,0,2,1139561
3912,5,4,1,22,0,0,0,7,1306429
5586,4,1,2,35,1,1,0,6,1477136
2891,1,3,2,34,0,1,1,1,798240
5748,4,5,1,5,1,1,0,9,1705278
5528,3,1,3,38,0,1,1,9,1522740
1896,3,3,3,35,0,1,1,2,679893
4404,4,3,1,23,1,1,1,2,1229716
5056,2,3,2,1,0,0,1,7,1480132
3990,1,5,1,36,0,0,0,7,1107104
1311,6,5,2,10,0,1,0,6,1022153
3711,2,4,1,8,1,1,1,3,1117433
5381,3,1,1,6,1,1,1,6,1389431
3541,4,4,3,31,1,0,1,8,1256641
1591,6,5,3,33,0,1,1,1,944220
2081,5,4,2,38,0,1,1,5,939495
1547,1,5,1,34,1,1,1,4,736658
4778,2,4,2,13,0,0,0,5,1290617
3882,4,3,3,35,1,0,0,6,1252483
2394,4,5,1,24,0,1,0,9,1127112
5518,3,1,2,21,1,1,1,3,1370655
5536,6,2,2,1,1,0,1,4,1581652
3087,4,4,1,23,0,0,1,1,1026050
4356,2,1,1,20,1,0,1,5,1098994
